# GNDS name	mev_per_decay
# Mean PROMPT recoverable energy per decay (MeV) from ENDF/B-VII.1
# decay tapes (MF8/MT457 summary components, uncertainties skipped).
# Daughter gammas belong to the daughter row: chain codes must sum
# members (e.g. Cs137 prompt + Ba137_m1 662 keV). Mean-field decay
# data evaluation; not for spectroscopy or safety calculations.
# Regenerate: python3 scripts/gen-nuclear-data.py --help.
Ge81	4.25704
Ge81_m1	3.98211
Ge82	3.54993
Ge83	5.1673
Ge84	4.12249
Ge85	5.38678
Ge86	5.02336
Ge87	6.56542
Ge88	5.79731
Ge89	6.73336
H3	0.00569
H4	2.88039
H5	0.2
H6	0.9
H7	0.1074
He10	0.95768
He5	0.89
He6	1.56762
He7	0.403
He8	5.18534
He9	0.1
Hf153	7.404
Hf154	4.55667
Hf155	5.63467
Hf156	5.84288
Hf157	5.77811
Hf158	4.29189
Hf159	4.80206
Hf160	2.90258
Hf161	4.16314
Hf162	2.44267
Hf163	3.67009
Hf164	1.88055
Hf165	3.20451
Hf166	0.25322
Hf167	2.68891
Hf168	1.13573
Hf169	2.24028
Hf170	0.704229
Hf171	1.60146
Hf171_m1	0.0193254
Hf172	0.184344
Hf173	0.445584
Hf174	2.55747
Hf175	0.397277
Hf177_m1	1.51897
Hf177_m2	1.3921
Hf178_m1	1.13911
Hf178_m2	1.29977
Hf179_m1	0.374441
Hf179_m2	1.10063
Hf180_m1	1.11479
Hf181	0.7301
Hf182	0.303223
Hf182_m1	1.06356
Hf183	1.18286
Hf184	0.710725
Hf184_m1	1.26633
Hf185	2.02467
Hf186	1.452
Hf187	2.666
Hf188	1.956
Hg171	7.617
Hg172	7.52525
Hg173	7.36954
Hg174	7.20777
Hg175	6.96891
Hg176	6.74978
Hg177	6.60234
Hg178	5.80603
Hg179	5.87901
Hg180	4.85922
Hg181	5.20566
Hg182	3.58252
Hg183	4.46643
Hg184	2.67986
Hg185	3.91287
Hg185_m1	1.83098
Hg186	0.570964
Hg187	3.258
Hg187_m1	3.25802
Hg188	0.221538
Hg189	2.63411
Hg189_m1	2.63411
Hg190	0.238564
Hg191	2.14422
Hg191_m1	2.14422
